doc_date,doc_no,source_tx_type,tx_type_name,customer,customer_class,region_manager,warehouse,material_code,material_name,brand,tax_included_amount,batch_no,shipping_channel,audit_date,creator,sales_out_qty,dispatch_qty,invoiced_qty,tx_type,audit_time,remark,source_doc_tx_type,entry_method,tax_included_unit_price,source_doc_no
2026-03-24,SO-00001456,04,调拨出库,客户048,C类,大区经理5,WH-003-电商仓,SKU-0001,物料-27,Brand L,7004.71,B20260324-1456,电商,2026-03-25,员工10,97,26,97,XSCK02,2026-03-25 14:00:00,,DDCK02,普通,266.85,
2026-06-01,SO-00001457,03,正常出库,客户024,B类,大区经理3,WH-002-次仓,SKU-0017,物料-18,Brand A,42519.19,B20260601-1457,批发,2026-06-02,员工6,49,53,42,XSCK01,2026-06-02 16:00:00,样品,DDCK02,普通,396.78,
2026-04-13,SO-00001458,04,退货出库,客户035,A类,大区经理2,WH-003-电商仓,SKU-0028,物料-18,Brand C,47423.35,B20260413-1458,零售,2026-04-16,员工9,60,47,31,XSCK03,2026-04-16 09:00:00,样品,,,221.67,SRC-00001458
2026-03-27,SO-00001459,03,调拨出库,客户022,C类,大区经理4,WH-003-电商仓,SKU-0018,物料-04,Brand B,18126.36,B20260327-1459,零售,2026-03-30,员工7,94,9,62,XSCK03,2026-03-30 15:00:00,,,普通,109.92,
2026-04-22,SO-00001460,02,退货出库,客户036,C类,大区经理1,WH-003-电商仓,SKU-0026,物料-15,Brand J,25980.45,B20260422-1460,直营,2026-04-25,员工8,94,9,32,XSCK02,2026-04-25 13:00:00,正常,,调拨,53.09,
2026-05-16,SO-00001461,01,正常出库,客户011,A类,大区经理4,WH-003-电商仓,SKU-0008,物料-28,Brand D,38976.85,B20260516-1461,批发,2026-05-17,员工2,16,1,94,XSCK02,2026-05-17 15:00:00,,,调拨,334.88,SRC-00001461
2026-05-05,SO-00001462,01,退货出库,客户046,C类,大区经理2,WH-003-电商仓,SKU-0002,物料-19,非自营-146,28147.7,B20260505-1462,批发,2026-05-06,员工9,73,71,76,XSCK03,2026-05-06 09:00:00,,,,217.44,
2026-04-22,SO-00001463,03,调拨出库,客户029,B类,大区经理1,WH-001-主仓,SKU-0027,物料-19,Brand J,49674.83,B20260422-1463,电商,2026-04-25,员工3,81,44,65,XSCK01,2026-04-25 18:00:00,,DDCK01,调拨,71.43,
2026-04-14,SO-00001464,02,正常出库,客户035,C类,大区经理3,WH-001-主仓,SKU-0018,物料-10,Brand I,22840.1,B20260414-1464,直营,2026-04-17,员工10,99,59,29,XSCK01,2026-04-17 08:00:00,促销,DDCK01,,340.49,SRC-00001464
2026-04-10,SO-00001465,03,调拨出库,客户048,B类,大区经理5,WH-001-主仓,SKU-0027,物料-05,Brand H,35725.74,B20260410-1465,直营,2026-04-14,员工5,60,56,9,XSCK02,2026-04-14 14:00:00,正常,DDCK02,调拨,111.71,
2026-03-24,SO-00001466,02,正常出库,客户015,B类,大区经理5,WH-002-次仓,SKU-0027,物料-19,Brand I,39650.3,B20260324-1466,零售,2026-03-27,员工7,47,51,22,XSCK02,2026-03-27 16:00:00,正常,DDCK02,调拨,259.42,
2026-03-24,SO-00001467,04,正常出库,客户031,A类,大区经理4,WH-001-主仓,SKU-0016,物料-11,Brand I,24755.61,B20260324-1467,电商,2026-03-28,员工4,15,16,96,XSCK02,2026-03-28 16:00:00,样品,DDCK01,普通,160.03,SRC-00001467
2026-03-29,SO-00001468,02,报损出库,客户042,C类,大区经理3,WH-001-主仓,SKU-0026,物料-07,Brand E,42863.49,B20260329-1468,零售,2026-03-31,员工7,63,38,38,XSCK03,2026-03-31 09:00:00,,DDCK02,普通,466.53,
2026-04-12,SO-00001469,02,报损出库,客户041,B类,大区经理2,WH-002-次仓,SKU-0010,物料-05,Brand I,27353.11,B20260412-1469,批发,2026-04-13,员工8,28,11,44,XSCK03,2026-04-13 11:00:00,样品,DDCK02,普通,121.86,
2026-04-19,SO-00001470,02,报损出库,客户043,B类,大区经理5,WH-001-主仓,SKU-0008,物料-20,Brand K,20641.37,B20260419-1470,直营,2026-04-22,员工10,20,25,28,XSCK02,2026-04-22 08:00:00,,,调拨,215.76,SRC-00001470
2026-04-26,SO-00001471,01,正常出库,客户016,C类,大区经理3,WH-003-电商仓,SKU-0012,物料-12,Brand D,5480.4,B20260426-1471,电商,2026-04-27,员工10,97,93,29,XSCK01,2026-04-27 18:00:00,,DDCK02,,480.15,
2026-04-09,SO-00001472,02,退货出库,客户010,B类,大区经理4,WH-001-主仓,SKU-0022,物料-19,Brand L,19731.34,B20260409-1472,零售,2026-04-10,员工4,63,83,33,XSCK02,2026-04-10 14:00:00,,DDCK02,,166.18,
2026-05-12,SO-00001473,04,调拨出库,客户049,C类,大区经理1,WH-001-主仓,SKU-0016,物料-15,Brand A,36723.43,B20260512-1473,零售,2026-05-13,员工5,33,82,51,XSCK02,2026-05-13 09:00:00,,DDCK02,,325.85,SRC-00001473
2026-05-12,SO-00001474,04,调拨出库,客户032,A类,大区经理4,WH-001-主仓,SKU-0012,物料-12,Brand E,46072.19,B20260512-1474,批发,2026-05-14,员工3,36,59,80,XSCK01,2026-05-14 11:00:00,样品,DDCK01,普通,165.2,
2026-05-07,SO-00001475,04,调拨出库,客户002,B类,大区经理4,WH-003-电商仓,SKU-0011,物料-04,Brand B,12658.8,B20260507-1475,直营,2026-05-07,员工5,13,29,21,XSCK01,2026-05-07 19:00:00,,DDCK01,调拨,64.23,
2026-03-27,SO-00001476,02,报损出库,客户024,B类,大区经理3,WH-003-电商仓,SKU-0020,物料-30,Brand B,17826.25,B20260327-1476,批发,2026-03-30,员工8,62,80,4,XSCK01,2026-03-30 09:00:00,,,普通,317.5,SRC-00001476
2026-05-06,SO-00001477,03,正常出库,客户023,C类,大区经理5,WH-003-电商仓,SKU-0019,物料-12,非自营-147,7782.65,B20260506-1477,零售,2026-05-06,员工3,68,40,10,XSCK01,2026-05-06 08:00:00,正常,DDCK02,调拨,458.86,
2026-03-21,SO-00001478,03,报损出库,客户002,C类,大区经理3,WH-003-电商仓,SKU-0001,物料-18,Brand L,34567.07,B20260321-1478,直营,2026-03-21,员工5,23,8,85,XSCK03,2026-03-21 14:00:00,正常,DDCK01,调拨,231.76,
2026-04-10,SO-00001479,04,退货出库,客户038,C类,大区经理1,WH-002-次仓,SKU-0027,物料-17,Brand J,48013.4,B20260410-1479,直营,2026-04-10,员工10,72,98,31,XSCK03,2026-04-10 13:00:00,正常,,调拨,316.83,SRC-00001479
2026-04-05,SO-00001480,01,正常出库,客户031,C类,大区经理3,WH-003-电商仓,SKU-0003,物料-19,Brand L,32083.52,B20260405-1480,批发,2026-04-06,员工1,13,6,23,XSCK02,2026-04-06 09:00:00,促销,DDCK02,普通,308.36,
2026-06-03,SO-00001481,03,调拨出库,客户040,B类,大区经理2,WH-003-电商仓,SKU-0012,物料-16,非自营-148,30892.12,B20260603-1481,直营,2026-06-07,员工2,88,45,10,XSCK03,2026-06-07 11:00:00,正常,,调拨,213.39,
2026-03-16,SO-00001482,02,报损出库,客户026,A类,大区经理4,WH-003-电商仓,SKU-0030,物料-11,Brand B,27719.15,B20260316-1482,批发,2026-03-17,员工3,40,53,10,XSCK02,2026-03-17 19:00:00,促销,,普通,311.3,SRC-00001482
2026-05-15,SO-00001483,03,报损出库,客户029,A类,大区经理5,WH-003-电商仓,SKU-0009,物料-02,非自营-148,4513.94,B20260515-1483,直营,2026-05-16,员工1,30,94,16,XSCK02,2026-05-16 18:00:00,促销,DDCK02,普通,137.07,
2026-04-29,SO-00001484,04,退货出库,客户003,A类,大区经理1,WH-002-次仓,SKU-0021,物料-16,Brand J,36502.24,B20260429-1484,直营,2026-04-29,员工9,94,98,31,XSCK01,2026-04-29 10:00:00,样品,DDCK01,调拨,195.24,
2026-03-14,SO-00001485,01,退货出库,客户014,A类,大区经理4,WH-001-主仓,SKU-0029,物料-01,Brand A,30142.27,B20260314-1485,电商,2026-03-15,员工9,25,21,82,XSCK01,2026-03-15 19:00:00,正常,DDCK02,调拨,226.74,SRC-00001485
2026-04-25,SO-00001486,03,报损出库,客户025,C类,大区经理3,WH-001-主仓,SKU-0022,物料-17,Brand L,33107.69,B20260425-1486,直营,2026-04-25,员工5,97,57,26,XSCK03,2026-04-25 10:00:00,,DDCK02,调拨,433.36,
2026-03-25,SO-00001487,03,退货出库,客户048,B类,大区经理2,WH-003-电商仓,SKU-0005,物料-18,Brand H,44950.67,B20260325-1487,零售,2026-03-29,员工4,73,76,31,XSCK03,2026-03-29 10:00:00,,DDCK02,普通,180.68,
2026-04-10,SO-00001488,04,调拨出库,客户001,B类,大区经理3,WH-003-电商仓,SKU-0001,物料-29,Brand L,39219.64,B20260410-1488,电商,2026-04-13,员工5,26,6,60,XSCK03,2026-04-13 18:00:00,,DDCK01,调拨,321.22,SRC-00001488
2026-05-18,SO-00001489,01,退货出库,客户003,B类,大区经理4,WH-003-电商仓,SKU-0010,物料-29,Brand E,39067.67,B20260518-1489,批发,2026-05-18,员工4,24,63,24,XSCK03,2026-05-18 11:00:00,正常,DDCK02,调拨,114.57,
2026-03-29,SO-00001490,01,退货出库,客户026,C类,大区经理1,WH-001-主仓,SKU-0017,物料-25,Brand F,46366.47,B20260329-1490,零售,2026-04-02,员工5,97,6,63,XSCK01,2026-04-02 08:00:00,,DDCK01,,133.76,
2026-05-12,SO-00001491,04,报损出库,客户018,B类,大区经理5,WH-001-主仓,SKU-0004,物料-29,Brand J,49497.75,B20260512-1491,批发,2026-05-15,员工7,39,53,63,XSCK01,2026-05-15 08:00:00,正常,,,327.73,SRC-00001491
2026-04-17,SO-00001492,02,报损出库,客户009,C类,大区经理4,WH-003-电商仓,SKU-0015,物料-13,Brand J,29106.01,B20260417-1492,批发,2026-04-19,员工8,89,4,27,XSCK03,2026-04-19 14:00:00,正常,DDCK01,,383.53,
2026-04-05,SO-00001493,03,正常出库,客户038,B类,大区经理1,WH-001-主仓,SKU-0019,物料-05,Brand C,5533.19,B20260405-1493,零售,2026-04-05,员工2,79,9,39,XSCK02,2026-04-05 12:00:00,,,调拨,236.44,
2026-04-28,SO-00001494,02,正常出库,客户023,A类,大区经理4,WH-002-次仓,SKU-0027,物料-25,Brand L,23010.58,B20260428-1494,批发,2026-04-28,员工4,61,69,90,XSCK01,2026-04-28 10:00:00,促销,,普通,174.2,SRC-00001494
2026-05-15,SO-00001495,03,报损出库,客户021,C类,大区经理2,WH-003-电商仓,SKU-0008,物料-24,Brand K,39401.3,B20260515-1495,电商,2026-05-17,员工8,49,74,13,XSCK01,2026-05-17 16:00:00,样品,DDCK02,,456.03,
2026-05-03,SO-00001496,03,退货出库,客户001,B类,大区经理3,WH-003-电商仓,SKU-0028,物料-29,Brand A,1483.49,B20260503-1496,零售,2026-05-05,员工7,41,72,41,XSCK01,2026-05-05 12:00:00,样品,DDCK01,普通,76.55,
2026-05-29,SO-00001497,02,退货出库,客户021,A类,大区经理5,WH-002-次仓,SKU-0028,物料-27,Brand B,2938.68,B20260529-1497,批发,2026-05-29,员工9,70,87,38,XSCK01,2026-05-29 17:00:00,样品,,,363.15,SRC-00001497
2026-05-23,SO-00001498,04,正常出库,客户027,A类,大区经理1,WH-002-次仓,SKU-0023,物料-06,Brand F,3451.17,B20260523-1498,批发,2026-05-25,员工5,20,4,1,XSCK03,2026-05-25 10:00:00,样品,,,348.18,
2026-03-26,SO-00001499,04,正常出库,客户042,A类,大区经理5,WH-001-主仓,SKU-0015,物料-01,Brand F,36578.68,B20260326-1499,直营,2026-03-27,员工6,44,58,80,XSCK03,2026-03-27 16:00:00,,DDCK01,普通,348.22,
2026-04-29,SO-00001500,03,正常出库,客户006,C类,大区经理5,WH-002-次仓,SKU-0027,物料-10,非自营-149,25108.21,B20260429-1500,直营,2026-05-02,员工8,16,37,0,XSCK02,2026-05-02 08:00:00,正常,DDCK01,,468.36,SRC-00001500
2026-06-07,SO-00001501,04,调拨出库,客户044,C类,大区经理5,WH-003-电商仓,SKU-0007,物料-05,非自营-150,18508.01,B20260607-1501,批发,2026-06-10,员工5,21,71,31,XSCK01,2026-06-10 16:00:00,,,普通,366.81,
2026-05-18,SO-00001502,03,调拨出库,客户036,B类,大区经理1,WH-001-主仓,SKU-0015,物料-28,Brand H,5370.29,B20260518-1502,零售,2026-05-21,员工9,15,6,82,XSCK03,2026-05-21 12:00:00,样品,,调拨,157.77,
2026-03-23,SO-00001503,04,正常出库,客户028,A类,大区经理1,WH-002-次仓,SKU-0008,物料-01,Brand H,36638.79,B20260323-1503,电商,2026-03-24,员工4,39,51,63,XSCK03,2026-03-24 13:00:00,样品,DDCK01,调拨,183.17,SRC-00001503
2026-05-09,SO-00001504,03,退货出库,客户045,B类,大区经理5,WH-001-主仓,SKU-0030,物料-23,非自营-150,16118.89,B20260509-1504,批发,2026-05-11,员工8,42,79,77,XSCK01,2026-05-11 09:00:00,,DDCK01,普通,201.64,
2026-04-17,SO-00001505,04,正常出库,客户017,B类,大区经理3,WH-001-主仓,SKU-0026,物料-26,Brand G,13339.67,B20260417-1505,批发,2026-04-21,员工3,61,99,30,XSCK03,2026-04-21 15:00:00,样品,,普通,25.1,
2026-05-11,SO-00001506,01,调拨出库,客户040,A类,大区经理4,WH-001-主仓,SKU-0023,物料-30,Brand C,32650.73,B20260511-1506,批发,2026-05-13,员工5,4,50,57,XSCK03,2026-05-13 10:00:00,正常,DDCK02,调拨,457.62,SRC-00001506
2026-04-23,SO-00001507,02,退货出库,客户003,B类,大区经理5,WH-001-主仓,SKU-0010,物料-11,Brand B,27994.64,B20260423-1507,直营,2026-04-23,员工8,24,96,81,XSCK03,2026-04-23 08:00:00,样品,DDCK01,普通,46.04,
2026-05-20,SO-00001508,01,调拨出库,客户012,C类,大区经理2,WH-002-次仓,SKU-0018,物料-24,Brand G,18184.29,B20260520-1508,零售,2026-05-23,员工10,3,14,77,XSCK02,2026-05-23 14:00:00,样品,,调拨,352.9,
2026-04-19,SO-00001509,02,退货出库,客户039,B类,大区经理5,WH-003-电商仓,SKU-0004,物料-24,Brand L,32110.22,B20260419-1509,批发,2026-04-21,员工7,1,99,13,XSCK03,2026-04-21 19:00:00,,,调拨,367.78,SRC-00001509
2026-05-06,SO-00001510,02,调拨出库,客户012,A类,大区经理1,WH-003-电商仓,SKU-0015,物料-07,Brand C,13633.95,B20260506-1510,直营,2026-05-10,员工1,94,11,87,XSCK01,2026-05-10 10:00:00,正常,DDCK02,普通,423.42,
2026-05-13,SO-00001511,03,退货出库,客户002,C类,大区经理4,WH-002-次仓,SKU-0011,物料-18,非自营-151,39762.03,B20260513-1511,批发,2026-05-13,员工4,13,10,68,XSCK01,2026-05-13 11:00:00,促销,DDCK01,,281.15,
2026-04-26,SO-00001512,02,退货出库,客户046,C类,大区经理2,WH-003-电商仓,SKU-0022,物料-21,Brand D,11543.02,B20260426-1512,批发,2026-04-27,员工2,54,61,15,XSCK01,2026-04-27 12:00:00,,,普通,365.38,SRC-00001512
2026-06-07,SO-00001513,01,退货出库,客户022,B类,大区经理4,WH-001-主仓,SKU-0003,物料-20,Brand D,8026.0,B20260607-1513,零售,2026-06-08,员工2,82,81,68,XSCK03,2026-06-08 08:00:00,促销,DDCK02,调拨,158.33,
2026-03-22,SO-00001514,01,退货出库,客户023,B类,大区经理4,WH-001-主仓,SKU-0015,物料-21,Brand E,39143.73,B20260322-1514,直营,2026-03-26,员工7,40,13,53,XSCK02,2026-03-26 18:00:00,,DDCK01,,375.34,
2026-05-12,SO-00001515,04,报损出库,客户030,C类,大区经理2,WH-001-主仓,SKU-0003,物料-10,Brand I,35423.81,B20260512-1515,电商,2026-05-12,员工3,11,34,12,XSCK03,2026-05-12 18:00:00,样品,DDCK02,,178.27,SRC-00001515
2026-05-27,SO-00001516,01,调拨出库,客户005,B类,大区经理5,WH-002-次仓,SKU-0015,物料-25,Brand A,9213.68,B20260527-1516,零售,2026-05-30,员工3,42,60,79,XSCK01,2026-05-30 16:00:00,,,调拨,452.39,
2026-04-05,SO-00001517,04,调拨出库,客户009,A类,大区经理5,WH-001-主仓,SKU-0006,物料-15,非自营-151,5900.66,B20260405-1517,电商,2026-04-07,员工6,93,51,78,XSCK02,2026-04-07 14:00:00,正常,DDCK02,,90.06,
2026-05-21,SO-00001518,02,报损出库,客户021,B类,大区经理5,WH-001-主仓,SKU-0001,物料-04,非自营-151,41936.11,B20260521-1518,直营,2026-05-21,员工6,4,5,30,XSCK02,2026-05-21 09:00:00,,,,164.72,SRC-00001518
2026-05-02,SO-00001519,01,退货出库,客户011,B类,大区经理3,WH-002-次仓,SKU-0014,物料-16,非自营-151,38852.26,B20260502-1519,直营,2026-05-03,员工1,25,74,68,XSCK03,2026-05-03 08:00:00,,,普通,254.4,
2026-03-15,SO-00001520,02,退货出库,客户005,C类,大区经理5,WH-001-主仓,SKU-0016,物料-15,Brand K,16430.14,B20260315-1520,电商,2026-03-19,员工1,36,32,20,XSCK01,2026-03-19 18:00:00,样品,DDCK02,调拨,390.17,
2026-05-09,SO-00001521,01,调拨出库,客户035,B类,大区经理2,WH-001-主仓,SKU-0001,物料-15,非自营-152,32944.05,B20260509-1521,直营,2026-05-13,员工6,64,12,29,XSCK03,2026-05-13 09:00:00,,DDCK02,,376.91,SRC-00001521
2026-05-22,SO-00001522,01,报损出库,客户027,B类,大区经理3,WH-003-电商仓,SKU-0021,物料-12,Brand B,6295.59,B20260522-1522,零售,2026-05-24,员工7,44,52,22,XSCK01,2026-05-24 10:00:00,正常,,调拨,113.25,
2026-03-31,SO-00001523,04,退货出库,客户049,B类,大区经理5,WH-002-次仓,SKU-0017,物料-08,Brand G,25401.68,B20260331-1523,批发,2026-04-04,员工9,40,13,37,XSCK02,2026-04-04 19:00:00,促销,DDCK02,普通,80.68,
2026-05-13,SO-00001524,02,退货出库,客户002,A类,大区经理3,WH-001-主仓,SKU-0026,物料-08,Brand H,1034.64,B20260513-1524,电商,2026-05-17,员工4,92,85,28,XSCK03,2026-05-17 10:00:00,样品,DDCK01,普通,158.95,SRC-00001524
2026-05-04,SO-00001525,01,退货出库,客户024,B类,大区经理2,WH-001-主仓,SKU-0008,物料-18,Brand K,19640.93,B20260504-1525,批发,2026-05-04,员工10,45,54,76,XSCK02,2026-05-04 15:00:00,样品,DDCK01,普通,247.04,
2026-05-24,SO-00001526,03,正常出库,客户031,A类,大区经理5,WH-001-主仓,SKU-0018,物料-30,Brand G,3834.66,B20260524-1526,电商,2026-05-27,员工6,8,97,31,XSCK01,2026-05-27 12:00:00,,DDCK02,,274.11,
2026-05-07,SO-00001527,02,报损出库,客户033,A类,大区经理1,WH-001-主仓,SKU-0016,物料-06,Brand E,23809.84,B20260507-1527,批发,2026-05-09,员工3,85,54,61,XSCK02,2026-05-09 16:00:00,,DDCK02,普通,220.28,SRC-00001527
2026-06-09,SO-00001528,02,退货出库,客户039,A类,大区经理2,WH-003-电商仓,SKU-0006,物料-05,Brand K,21141.91,B20260609-1528,批发,2026-06-09,员工4,35,41,90,XSCK02,2026-06-09 10:00:00,,DDCK01,调拨,334.91,
2026-04-21,SO-00001529,02,正常出库,客户030,A类,大区经理4,WH-003-电商仓,SKU-0010,物料-02,Brand L,22274.81,B20260421-1529,零售,2026-04-24,员工9,44,48,97,XSCK02,2026-04-24 13:00:00,样品,,普通,219.5,
2026-03-14,SO-00001530,04,报损出库,客户046,C类,大区经理4,WH-003-电商仓,SKU-0010,物料-12,Brand H,2362.03,B20260314-1530,批发,2026-03-14,员工1,18,51,44,XSCK03,2026-03-14 11:00:00,,,,473.7,SRC-00001530
2026-03-17,SO-00001531,03,退货出库,客户037,A类,大区经理2,WH-003-电商仓,SKU-0005,物料-26,Brand K,18144.66,B20260317-1531,电商,2026-03-17,员工5,47,47,48,XSCK01,2026-03-17 15:00:00,,DDCK01,普通,137.87,
2026-03-16,SO-00001532,02,调拨出库,客户028,B类,大区经理4,WH-002-次仓,SKU-0026,物料-04,Brand H,37848.54,B20260316-1532,批发,2026-03-20,员工7,25,50,32,XSCK02,2026-03-20 19:00:00,,,,317.41,
2026-03-16,SO-00001533,01,正常出库,客户031,A类,大区经理2,WH-001-主仓,SKU-0028,物料-23,Brand I,18508.83,B20260316-1533,直营,2026-03-19,员工3,41,96,3,XSCK02,2026-03-19 08:00:00,,DDCK02,调拨,309.58,SRC-00001533
2026-05-04,SO-00001534,01,正常出库,客户011,B类,大区经理1,WH-003-电商仓,SKU-0012,物料-13,Brand I,35787.08,B20260504-1534,批发,2026-05-06,员工2,5,76,17,XSCK02,2026-05-06 11:00:00,样品,DDCK02,普通,147.97,
2026-04-27,SO-00001535,04,退货出库,客户023,A类,大区经理2,WH-001-主仓,SKU-0020,物料-17,Brand I,18536.99,B20260427-1535,批发,2026-04-29,员工2,64,46,69,XSCK02,2026-04-29 14:00:00,,DDCK01,普通,211.73,
2026-06-06,SO-00001536,01,退货出库,客户002,C类,大区经理5,WH-002-次仓,SKU-0017,物料-16,Brand D,21219.65,B20260606-1536,直营,2026-06-09,员工1,62,99,63,XSCK01,2026-06-09 16:00:00,正常,DDCK01,调拨,189.08,SRC-00001536
2026-04-29,SO-00001537,02,正常出库,客户040,A类,大区经理5,WH-001-主仓,SKU-0014,物料-09,Brand G,28238.22,B20260429-1537,直营,2026-05-03,员工5,72,38,27,XSCK01,2026-05-03 08:00:00,,DDCK01,调拨,94.52,
2026-03-20,SO-00001538,01,调拨出库,客户041,A类,大区经理3,WH-001-主仓,SKU-0014,物料-26,Brand H,47539.03,B20260320-1538,电商,2026-03-21,员工3,87,92,57,XSCK03,2026-03-21 15:00:00,样品,DDCK01,,243.87,
2026-03-31,SO-00001539,02,调拨出库,客户027,C类,大区经理4,WH-003-电商仓,SKU-0003,物料-28,非自营-153,5532.14,B20260331-1539,直营,2026-03-31,员工7,3,13,90,XSCK01,2026-03-31 09:00:00,,,普通,199.46,SRC-00001539
2026-05-11,SO-00001540,01,报损出库,客户035,A类,大区经理4,WH-003-电商仓,SKU-0029,物料-01,Brand E,1742.4,B20260511-1540,直营,2026-05-15,员工1,37,76,89,XSCK01,2026-05-15 11:00:00,样品,,普通,97.38,
2026-04-15,SO-00001541,03,退货出库,客户002,B类,大区经理2,WH-002-次仓,SKU-0012,物料-15,Brand J,30437.06,B20260415-1541,电商,2026-04-18,员工9,95,22,55,XSCK02,2026-04-18 11:00:00,,,普通,230.44,
2026-04-30,SO-00001542,04,调拨出库,客户039,A类,大区经理4,WH-001-主仓,SKU-0020,物料-12,非自营-154,47459.94,B20260430-1542,电商,2026-04-30,员工2,93,2,19,XSCK03,2026-04-30 15:00:00,样品,DDCK02,普通,216.7,SRC-00001542
2026-06-01,SO-00001543,04,报损出库,客户037,A类,大区经理5,WH-003-电商仓,SKU-0018,物料-05,Brand B,49487.18,B20260601-1543,批发,2026-06-03,员工8,41,93,76,XSCK03,2026-06-03 18:00:00,正常,DDCK02,调拨,74.37,
2026-05-12,SO-00001544,03,调拨出库,客户021,A类,大区经理1,WH-003-电商仓,SKU-0012,物料-23,Brand K,24259.8,B20260512-1544,零售,2026-05-13,员工10,20,77,91,XSCK02,2026-05-13 09:00:00,样品,DDCK01,普通,74.28,
2026-03-28,SO-00001545,03,退货出库,客户005,C类,大区经理2,WH-003-电商仓,SKU-0002,物料-24,非自营-154,23457.27,B20260328-1545,电商,2026-03-30,员工4,67,99,33,XSCK03,2026-03-30 14:00:00,促销,DDCK01,普通,327.28,SRC-00001545
2026-06-07,SO-00001546,04,报损出库,客户045,A类,大区经理4,WH-002-次仓,SKU-0002,物料-18,非自营-154,32283.69,B20260607-1546,直营,2026-06-10,员工6,87,13,86,XSCK01,2026-06-10 10:00:00,样品,,普通,356.22,
2026-03-14,SO-00001547,03,报损出库,客户021,A类,大区经理5,WH-001-主仓,SKU-0027,物料-20,Brand C,27826.17,B20260314-1547,批发,2026-03-14,员工9,40,57,9,XSCK03,2026-03-14 16:00:00,,,,471.18,
2026-04-12,SO-00001548,02,报损出库,客户029,B类,大区经理3,WH-003-电商仓,SKU-0017,物料-02,Brand L,31740.99,B20260412-1548,直营,2026-04-15,员工7,85,34,93,XSCK02,2026-04-15 12:00:00,促销,,,52.63,SRC-00001548
2026-03-24,SO-00001549,01,调拨出库,客户020,A类,大区经理4,WH-001-主仓,SKU-0010,物料-04,Brand K,43712.57,B20260324-1549,电商,2026-03-24,员工8,77,19,21,XSCK03,2026-03-24 19:00:00,,DDCK01,,67.75,
2026-06-08,SO-00001550,04,退货出库,客户038,A类,大区经理1,WH-002-次仓,SKU-0018,物料-15,Brand C,37340.68,B20260608-1550,零售,2026-06-12,员工7,8,9,4,XSCK03,2026-06-12 15:00:00,,,调拨,35.39,
2026-05-23,SO-00001551,03,报损出库,客户020,A类,大区经理1,WH-001-主仓,SKU-0022,物料-06,Brand B,24894.18,B20260523-1551,批发,2026-05-24,员工2,5,95,43,XSCK03,2026-05-24 12:00:00,正常,DDCK01,调拨,270.79,SRC-00001551
2026-05-18,SO-00001552,02,正常出库,客户050,A类,大区经理4,WH-003-电商仓,SKU-0019,物料-22,Brand F,23147.04,B20260518-1552,电商,2026-05-22,员工9,25,33,8,XSCK02,2026-05-22 08:00:00,样品,DDCK01,调拨,315.15,
2026-03-25,SO-00001553,04,退货出库,客户025,B类,大区经理4,WH-001-主仓,SKU-0026,物料-12,非自营-155,32016.13,B20260325-1553,电商,2026-03-29,员工1,39,27,42,XSCK01,2026-03-29 16:00:00,样品,DDCK02,普通,207.73,
2026-03-22,SO-00001554,03,正常出库,客户002,B类,大区经理5,WH-001-主仓,SKU-0021,物料-29,Brand C,22839.74,B20260322-1554,直营,2026-03-25,员工2,37,45,3,XSCK03,2026-03-25 17:00:00,,DDCK02,普通,400.97,SRC-00001554
2026-05-06,SO-00001555,04,正常出库,客户032,C类,大区经理4,WH-002-次仓,SKU-0001,物料-18,Brand G,22943.19,B20260506-1555,零售,2026-05-07,员工3,5,2,41,XSCK01,2026-05-07 18:00:00,样品,DDCK01,调拨,346.48,
2026-05-17,SO-00001556,03,报损出库,客户026,A类,大区经理3,WH-002-次仓,SKU-0024,物料-27,Brand F,913.66,B20260517-1556,电商,2026-05-17,员工3,8,79,64,XSCK01,2026-05-17 19:00:00,样品,,,493.06,
2026-04-09,SO-00001557,04,报损出库,客户006,C类,大区经理5,WH-001-主仓,SKU-0029,物料-20,Brand K,8785.8,B20260409-1557,直营,2026-04-09,员工10,4,83,97,XSCK01,2026-04-09 14:00:00,,DDCK01,普通,77.57,SRC-00001557
2026-03-20,SO-00001558,02,调拨出库,客户041,C类,大区经理2,WH-001-主仓,SKU-0004,物料-04,Brand F,24476.83,B20260320-1558,批发,2026-03-22,员工4,41,57,40,XSCK03,2026-03-22 11:00:00,样品,DDCK01,,38.57,
2026-05-17,SO-00001559,02,调拨出库,客户003,A类,大区经理3,WH-001-主仓,SKU-0025,物料-30,Brand G,41150.41,B20260517-1559,直营,2026-05-17,员工5,60,95,63,XSCK01,2026-05-17 14:00:00,样品,DDCK01,普通,144.65,
2026-04-05,SO-00001560,01,调拨出库,客户033,B类,大区经理5,WH-002-次仓,SKU-0004,物料-01,Brand L,14008.48,B20260405-1560,批发,2026-04-08,员工6,54,57,54,XSCK03,2026-04-08 12:00:00,,DDCK01,普通,19.33,SRC-00001560
2026-05-26,SO-00001561,04,退货出库,客户001,B类,大区经理5,WH-002-次仓,SKU-0030,物料-15,Brand D,26179.91,B20260526-1561,直营,2026-05-30,员工1,22,16,89,XSCK03,2026-05-30 17:00:00,样品,DDCK02,,466.98,
2026-04-22,SO-00001562,01,调拨出库,客户005,A类,大区经理1,WH-001-主仓,SKU-0002,物料-30,Brand D,17313.61,B20260422-1562,零售,2026-04-26,员工8,78,79,17,XSCK03,2026-04-26 16:00:00,,DDCK02,调拨,158.94,
