brand_sales_no,stock_in_date,doc_no,order_tx_type,audit_date,material_code,material_name,receivable_qty,batch_no,warehouse,doc_status,expiry_date,model,stock_in_qty,remark,logistics_no,logistics_company,supplier_material_code,supplier_material_name
BS-00000393,2026-03-16,RK-00000393,02,2026-03-16,SKU-0006,物料-23,830,R20260316-0393,WH-002-次仓,未审核,2027-01-28,B型,289,正常,LG202603160393,顺丰,SUP-000393,供应商物料-393
BS-00000394,2026-05-12,RK-00000394,02,2026-05-14,SKU-0019,物料-22,762,R20260512-0394,WH-002-次仓,已审核,2026-11-26,D型,575,正常,LG202605120394,申通,SUP-000394,供应商物料-394
BS-00000395,2026-04-12,RK-00000395,02,2026-04-13,SKU-0007,物料-17,940,R20260412-0395,WH-001-主仓,已审核,2027-08-25,A型,542,破损,LG202604120395,申通,SUP-000395,供应商物料-395
BS-00000396,2026-06-08,RK-00000396,03,2026-06-09,SKU-0001,物料-11,560,R20260608-0396,WH-002-次仓,未审核,2027-03-09,C型,618,正常,LG202606080396,圆通,SUP-000396,供应商物料-396
BS-00000397,2026-05-08,RK-00000397,01,2026-05-09,SKU-0007,物料-04,139,R20260508-0397,WH-002-次仓,已审核,2027-03-13,D型,867,正常,LG202605080397,顺丰,SUP-000397,供应商物料-397
BS-00000398,2026-05-22,RK-00000398,01,2026-05-22,SKU-0003,物料-14,107,R20260522-0398,WH-003-电商仓,已审核,2027-03-02,B型,659,,LG202605220398,申通,SUP-000398,供应商物料-398
BS-00000399,2026-04-07,RK-00000399,03,2026-04-07,SKU-0025,物料-03,802,R20260407-0399,WH-001-主仓,已审核,2027-04-18,D型,563,破损,LG202604070399,圆通,SUP-000399,供应商物料-399
BS-00000400,2026-04-06,RK-00000400,03,2026-04-07,SKU-0006,物料-23,431,R20260406-0400,WH-001-主仓,未审核,2027-06-19,D型,934,,LG202604060400,中通,SUP-000400,供应商物料-400
BS-00000401,2026-04-20,RK-00000401,02,2026-04-21,SKU-0023,物料-29,973,R20260420-0401,WH-002-次仓,已审核,2026-11-24,C型,962,正常,LG202604200401,申通,SUP-000401,供应商物料-401
BS-00000402,2026-04-09,RK-00000402,02,2026-04-11,SKU-0025,物料-23,89,R20260409-0402,WH-001-主仓,未审核,2028-02-18,D型,767,正常,LG202604090402,申通,SUP-000402,供应商物料-402
BS-00000403,2026-05-23,RK-00000403,01,2026-05-25,SKU-0006,物料-12,297,R20260523-0403,WH-003-电商仓,已审核,2027-03-29,C型,428,,LG202605230403,圆通,SUP-000403,供应商物料-403
BS-00000404,2026-06-01,RK-00000404,01,2026-06-01,SKU-0026,物料-28,856,R20260601-0404,WH-002-次仓,已审核,2027-04-30,B型,37,,LG202606010404,申通,SUP-000404,供应商物料-404
BS-00000405,2026-03-18,RK-00000405,02,2026-03-20,SKU-0011,物料-27,755,R20260318-0405,WH-002-次仓,已审核,2027-07-31,C型,405,正常,LG202603180405,圆通,SUP-000405,供应商物料-405
BS-00000406,2026-04-01,RK-00000406,02,2026-04-01,SKU-0002,物料-04,855,R20260401-0406,WH-003-电商仓,已审核,2027-01-27,A型,579,破损,LG202604010406,申通,SUP-000406,供应商物料-406
BS-00000407,2026-05-30,RK-00000407,03,2026-05-30,SKU-0006,物料-16,178,R20260530-0407,WH-001-主仓,未审核,2027-04-18,B型,648,,LG202605300407,顺丰,SUP-000407,供应商物料-407
BS-00000408,2026-05-17,RK-00000408,02,2026-05-19,SKU-0022,物料-07,88,R20260517-0408,WH-001-主仓,已审核,2027-05-17,C型,437,破损,LG202605170408,顺丰,SUP-000408,供应商物料-408
BS-00000409,2026-03-21,RK-00000409,03,2026-03-23,SKU-0018,物料-20,80,R20260321-0409,WH-003-电商仓,已审核,2027-04-15,B型,784,正常,LG202603210409,顺丰,SUP-000409,供应商物料-409
BS-00000410,2026-05-12,RK-00000410,02,2026-05-14,SKU-0023,物料-25,272,R20260512-0410,WH-003-电商仓,已审核,2027-12-12,D型,153,破损,LG202605120410,申通,SUP-000410,供应商物料-410
BS-00000411,2026-03-19,RK-00000411,01,2026-03-20,SKU-0014,物料-19,721,R20260319-0411,WH-003-电商仓,已审核,2026-10-17,B型,989,破损,LG202603190411,圆通,SUP-000411,供应商物料-411
BS-00000412,2026-03-15,RK-00000412,03,2026-03-16,SKU-0012,物料-26,732,R20260315-0412,WH-003-电商仓,已审核,2027-02-16,C型,102,正常,LG202603150412,顺丰,SUP-000412,供应商物料-412
BS-00000413,2026-04-09,RK-00000413,01,2026-04-11,SKU-0009,物料-18,539,R20260409-0413,WH-001-主仓,已审核,2027-11-15,D型,44,正常,LG202604090413,中通,SUP-000413,供应商物料-413
BS-00000414,2026-03-23,RK-00000414,03,2026-03-24,SKU-0013,物料-21,794,R20260323-0414,WH-001-主仓,已审核,2027-09-17,A型,613,正常,LG202603230414,申通,SUP-000414,供应商物料-414
BS-00000415,2026-05-01,RK-00000415,03,2026-05-01,SKU-0026,物料-09,219,R20260501-0415,WH-003-电商仓,已审核,2027-04-08,B型,784,破损,LG202605010415,圆通,SUP-000415,供应商物料-415
BS-00000416,2026-03-30,RK-00000416,01,2026-03-31,SKU-0020,物料-11,988,R20260330-0416,WH-003-电商仓,未审核,2027-02-03,C型,479,,LG202603300416,申通,SUP-000416,供应商物料-416
BS-00000417,2026-04-11,RK-00000417,01,2026-04-12,SKU-0027,物料-19,126,R20260411-0417,WH-002-次仓,已审核,2027-01-11,B型,535,正常,LG202604110417,圆通,SUP-000417,供应商物料-417
BS-00000418,2026-04-06,RK-00000418,02,2026-04-07,SKU-0021,物料-17,625,R20260406-0418,WH-002-次仓,已审核,2027-06-29,B型,324,正常,LG202604060418,圆通,SUP-000418,供应商物料-418
BS-00000419,2026-03-17,RK-00000419,03,2026-03-17,SKU-0022,物料-25,86,R20260317-0419,WH-001-主仓,已审核,2027-09-14,C型,493,,LG202603170419,申通,SUP-000419,供应商物料-419
BS-00000420,2026-04-09,RK-00000420,02,2026-04-09,SKU-0001,物料-21,324,R20260409-0420,WH-002-次仓,未审核,2027-10-05,A型,839,正常,LG202604090420,中通,SUP-000420,供应商物料-420
BS-00000421,2026-03-28,RK-00000421,03,2026-03-30,SKU-0008,物料-18,20,R20260328-0421,WH-002-次仓,已审核,2027-12-01,C型,723,正常,LG202603280421,中通,SUP-000421,供应商物料-421
BS-00000422,2026-03-31,RK-00000422,02,2026-04-01,SKU-0028,物料-06,902,R20260331-0422,WH-002-次仓,已审核,2026-11-26,B型,385,,LG202603310422,申通,SUP-000422,供应商物料-422
BS-00000423,2026-04-22,RK-00000423,01,2026-04-23,SKU-0029,物料-03,60,R20260422-0423,WH-001-主仓,已审核,2027-09-06,A型,843,破损,LG202604220423,顺丰,SUP-000423,供应商物料-423
BS-00000424,2026-04-27,RK-00000424,01,2026-04-27,SKU-0009,物料-14,16,R20260427-0424,WH-002-次仓,已审核,2027-05-19,A型,799,破损,LG202604270424,顺丰,SUP-000424,供应商物料-424
BS-00000425,2026-05-24,RK-00000425,02,2026-05-25,SKU-0017,物料-09,932,R20260524-0425,WH-003-电商仓,已审核,2027-11-02,A型,665,破损,LG202605240425,圆通,SUP-000425,供应商物料-425
BS-00000426,2026-05-20,RK-00000426,01,2026-05-20,SKU-0013,物料-03,964,R20260520-0426,WH-001-主仓,已审核,2026-12-30,A型,876,正常,LG202605200426,顺丰,SUP-000426,供应商物料-426
BS-00000427,2026-03-13,RK-00000427,02,2026-03-14,SKU-0004,物料-02,558,R20260313-0427,WH-002-次仓,已审核,2027-08-21,B型,497,,LG202603130427,申通,SUP-000427,供应商物料-427
BS-00000428,2026-05-24,RK-00000428,03,2026-05-26,SKU-0006,物料-19,270,R20260524-0428,WH-001-主仓,已审核,2027-11-23,C型,505,破损,LG202605240428,申通,SUP-000428,供应商物料-428
BS-00000429,2026-04-17,RK-00000429,03,2026-04-17,SKU-0013,物料-06,583,R20260417-0429,WH-002-次仓,已审核,2028-03-30,C型,980,,LG202604170429,中通,SUP-000429,供应商物料-429
BS-00000430,2026-06-10,RK-00000430,01,2026-06-10,SKU-0026,物料-03,521,R20260610-0430,WH-001-主仓,已审核,2027-11-29,D型,385,破损,LG202606100430,顺丰,SUP-000430,供应商物料-430
BS-00000431,2026-03-30,RK-00000431,01,2026-03-30,SKU-0017,物料-25,209,R20260330-0431,WH-003-电商仓,已审核,2028-02-02,D型,500,破损,LG202603300431,顺丰,SUP-000431,供应商物料-431
BS-00000432,2026-04-21,RK-00000432,01,2026-04-22,SKU-0019,物料-25,339,R20260421-0432,WH-002-次仓,已审核,2026-12-16,D型,308,正常,LG202604210432,圆通,SUP-000432,供应商物料-432
BS-00000433,2026-03-27,RK-00000433,03,2026-03-29,SKU-0030,物料-09,99,R20260327-0433,WH-002-次仓,未审核,2027-07-17,A型,362,破损,LG202603270433,申通,SUP-000433,供应商物料-433
BS-00000434,2026-06-03,RK-00000434,02,2026-06-03,SKU-0023,物料-18,600,R20260603-0434,WH-001-主仓,已审核,2027-01-27,A型,363,破损,LG202606030434,申通,SUP-000434,供应商物料-434
BS-00000435,2026-05-10,RK-00000435,01,2026-05-12,SKU-0024,物料-07,64,R20260510-0435,WH-003-电商仓,已审核,2028-01-03,C型,893,,LG202605100435,申通,SUP-000435,供应商物料-435
BS-00000436,2026-05-07,RK-00000436,02,2026-05-07,SKU-0029,物料-28,921,R20260507-0436,WH-002-次仓,已审核,2027-06-21,A型,490,正常,LG202605070436,中通,SUP-000436,供应商物料-436
BS-00000437,2026-05-14,RK-00000437,01,2026-05-16,SKU-0008,物料-02,230,R20260514-0437,WH-003-电商仓,已审核,2028-01-31,C型,988,正常,LG202605140437,中通,SUP-000437,供应商物料-437
BS-00000438,2026-03-16,RK-00000438,01,2026-03-17,SKU-0021,物料-01,101,R20260316-0438,WH-002-次仓,已审核,2027-09-14,D型,413,破损,LG202603160438,中通,SUP-000438,供应商物料-438
BS-00000439,2026-03-29,RK-00000439,01,2026-03-30,SKU-0017,物料-05,595,R20260329-0439,WH-003-电商仓,已审核,2026-10-23,C型,403,正常,LG202603290439,申通,SUP-000439,供应商物料-439
BS-00000440,2026-05-22,RK-00000440,02,2026-05-24,SKU-0017,物料-27,65,R20260522-0440,WH-002-次仓,已审核,2027-08-21,A型,412,,LG202605220440,申通,SUP-000440,供应商物料-440
BS-00000441,2026-03-24,RK-00000441,02,2026-03-26,SKU-0024,物料-27,753,R20260324-0441,WH-001-主仓,已审核,2027-10-03,C型,766,正常,LG202603240441,顺丰,SUP-000441,供应商物料-441
BS-00000442,2026-05-24,RK-00000442,02,2026-05-25,SKU-0021,物料-24,188,R20260524-0442,WH-001-主仓,已审核,2026-12-27,C型,500,破损,LG202605240442,申通,SUP-000442,供应商物料-442
BS-00000443,2026-04-16,RK-00000443,03,2026-04-18,SKU-0015,物料-30,973,R20260416-0443,WH-003-电商仓,已审核,2027-05-07,C型,533,正常,LG202604160443,申通,SUP-000443,供应商物料-443
BS-00000444,2026-03-30,RK-00000444,03,2026-04-01,SKU-0027,物料-03,951,R20260330-0444,WH-002-次仓,已审核,2027-07-11,A型,403,正常,LG202603300444,中通,SUP-000444,供应商物料-444
BS-00000445,2026-04-11,RK-00000445,03,2026-04-13,SKU-0025,物料-07,70,R20260411-0445,WH-002-次仓,已审核,2028-02-12,B型,592,破损,LG202604110445,顺丰,SUP-000445,供应商物料-445
BS-00000446,2026-04-03,RK-00000446,02,2026-04-03,SKU-0001,物料-06,881,R20260403-0446,WH-003-电商仓,已审核,2027-05-12,D型,705,正常,LG202604030446,申通,SUP-000446,供应商物料-446
BS-00000447,2026-04-12,RK-00000447,03,2026-04-14,SKU-0002,物料-27,126,R20260412-0447,WH-002-次仓,已审核,2028-01-03,B型,113,正常,LG202604120447,圆通,SUP-000447,供应商物料-447
BS-00000448,2026-03-22,RK-00000448,01,2026-03-22,SKU-0020,物料-29,599,R20260322-0448,WH-001-主仓,已审核,2026-10-15,B型,20,破损,LG202603220448,中通,SUP-000448,供应商物料-448
BS-00000449,2026-05-16,RK-00000449,02,2026-05-17,SKU-0010,物料-30,245,R20260516-0449,WH-002-次仓,已审核,2027-10-11,B型,729,破损,LG202605160449,圆通,SUP-000449,供应商物料-449
BS-00000450,2026-03-16,RK-00000450,01,2026-03-17,SKU-0027,物料-01,42,R20260316-0450,WH-001-主仓,已审核,2027-09-19,B型,234,,LG202603160450,顺丰,SUP-000450,供应商物料-450
BS-00000451,2026-03-24,RK-00000451,01,2026-03-25,SKU-0016,物料-28,576,R20260324-0451,WH-003-电商仓,已审核,2027-07-17,A型,326,破损,LG202603240451,中通,SUP-000451,供应商物料-451
BS-00000452,2026-06-05,RK-00000452,02,2026-06-07,SKU-0023,物料-23,252,R20260605-0452,WH-002-次仓,已审核,2027-06-23,A型,903,破损,LG202606050452,顺丰,SUP-000452,供应商物料-452
BS-00000453,2026-05-14,RK-00000453,01,2026-05-15,SKU-0004,物料-19,795,R20260514-0453,WH-003-电商仓,已审核,2027-11-23,B型,431,正常,LG202605140453,申通,SUP-000453,供应商物料-453
BS-00000454,2026-04-15,RK-00000454,02,2026-04-15,SKU-0008,物料-30,917,R20260415-0454,WH-001-主仓,已审核,2027-02-03,B型,282,破损,LG202604150454,中通,SUP-000454,供应商物料-454
BS-00000455,2026-06-02,RK-00000455,03,2026-06-02,SKU-0016,物料-20,83,R20260602-0455,WH-003-电商仓,已审核,2026-12-18,C型,63,正常,LG202606020455,顺丰,SUP-000455,供应商物料-455
BS-00000456,2026-04-09,RK-00000456,02,2026-04-11,SKU-0007,物料-14,30,R20260409-0456,WH-003-电商仓,已审核,2027-11-05,C型,182,破损,LG202604090456,顺丰,SUP-000456,供应商物料-456
BS-00000457,2026-04-03,RK-00000457,02,2026-04-03,SKU-0005,物料-10,874,R20260403-0457,WH-002-次仓,已审核,2026-11-20,D型,256,,LG202604030457,顺丰,SUP-000457,供应商物料-457
BS-00000458,2026-06-02,RK-00000458,01,2026-06-02,SKU-0023,物料-02,983,R20260602-0458,WH-003-电商仓,已审核,2027-06-02,D型,674,,LG202606020458,圆通,SUP-000458,供应商物料-458
BS-00000459,2026-05-30,RK-00000459,01,2026-05-31,SKU-0008,物料-11,722,R20260530-0459,WH-003-电商仓,未审核,2027-11-13,D型,627,正常,LG202605300459,中通,SUP-000459,供应商物料-459
BS-00000460,2026-03-27,RK-00000460,01,2026-03-27,SKU-0003,物料-16,163,R20260327-0460,WH-002-次仓,已审核,2027-01-14,C型,168,正常,LG202603270460,顺丰,SUP-000460,供应商物料-460
BS-00000461,2026-04-06,RK-00000461,01,2026-04-07,SKU-0003,物料-17,263,R20260406-0461,WH-003-电商仓,未审核,2028-02-28,B型,115,正常,LG202604060461,中通,SUP-000461,供应商物料-461
BS-00000462,2026-03-14,RK-00000462,01,2026-03-15,SKU-0018,物料-05,216,R20260314-0462,WH-001-主仓,已审核,2027-06-18,B型,714,,LG202603140462,申通,SUP-000462,供应商物料-462
BS-00000463,2026-04-03,RK-00000463,01,2026-04-03,SKU-0004,物料-22,158,R20260403-0463,WH-002-次仓,未审核,2027-03-18,D型,304,,LG202604030463,申通,SUP-000463,供应商物料-463
BS-00000464,2026-05-07,RK-00000464,01,2026-05-07,SKU-0027,物料-27,927,R20260507-0464,WH-001-主仓,未审核,2027-09-19,D型,285,破损,LG202605070464,顺丰,SUP-000464,供应商物料-464
BS-00000465,2026-03-20,RK-00000465,01,2026-03-22,SKU-0004,物料-18,704,R20260320-0465,WH-002-次仓,已审核,2027-09-16,A型,594,破损,LG202603200465,中通,SUP-000465,供应商物料-465
BS-00000466,2026-05-01,RK-00000466,01,2026-05-03,SKU-0015,物料-16,311,R20260501-0466,WH-003-电商仓,已审核,2028-03-30,D型,52,正常,LG202605010466,顺丰,SUP-000466,供应商物料-466
BS-00000467,2026-06-07,RK-00000467,02,2026-06-07,SKU-0030,物料-10,306,R20260607-0467,WH-001-主仓,已审核,2027-03-23,C型,893,,LG202606070467,顺丰,SUP-000467,供应商物料-467
BS-00000468,2026-04-13,RK-00000468,01,2026-04-14,SKU-0015,物料-06,500,R20260413-0468,WH-001-主仓,已审核,2027-08-29,C型,203,破损,LG202604130468,圆通,SUP-000468,供应商物料-468
BS-00000469,2026-05-28,RK-00000469,01,2026-05-29,SKU-0029,物料-22,782,R20260528-0469,WH-001-主仓,已审核,2026-12-05,D型,650,,LG202605280469,中通,SUP-000469,供应商物料-469
BS-00000470,2026-04-04,RK-00000470,02,2026-04-06,SKU-0004,物料-24,53,R20260404-0470,WH-003-电商仓,已审核,2026-10-23,D型,320,,LG202604040470,圆通,SUP-000470,供应商物料-470
BS-00000471,2026-04-30,RK-00000471,03,2026-05-01,SKU-0002,物料-08,153,R20260430-0471,WH-001-主仓,已审核,2027-04-05,A型,629,正常,LG202604300471,顺丰,SUP-000471,供应商物料-471
BS-00000472,2026-05-02,RK-00000472,03,2026-05-04,SKU-0023,物料-06,253,R20260502-0472,WH-001-主仓,已审核,2027-07-19,A型,112,,LG202605020472,圆通,SUP-000472,供应商物料-472
BS-00000473,2026-05-21,RK-00000473,02,2026-05-22,SKU-0026,物料-23,428,R20260521-0473,WH-003-电商仓,已审核,2027-12-01,A型,956,正常,LG202605210473,圆通,SUP-000473,供应商物料-473
BS-00000474,2026-04-18,RK-00000474,03,2026-04-18,SKU-0003,物料-04,526,R20260418-0474,WH-003-电商仓,已审核,2027-01-02,C型,654,破损,LG202604180474,圆通,SUP-000474,供应商物料-474
BS-00000475,2026-04-24,RK-00000475,01,2026-04-24,SKU-0028,物料-05,71,R20260424-0475,WH-003-电商仓,已审核,2027-07-18,A型,259,,LG202604240475,申通,SUP-000475,供应商物料-475
BS-00000476,2026-06-08,RK-00000476,01,2026-06-09,SKU-0010,物料-06,867,R20260608-0476,WH-001-主仓,已审核,2028-02-02,B型,405,正常,LG202606080476,申通,SUP-000476,供应商物料-476
BS-00000477,2026-05-06,RK-00000477,01,2026-05-08,SKU-0001,物料-15,547,R20260506-0477,WH-001-主仓,未审核,2028-01-11,B型,791,,LG202605060477,圆通,SUP-000477,供应商物料-477
BS-00000478,2026-05-16,RK-00000478,03,2026-05-16,SKU-0018,物料-06,326,R20260516-0478,WH-001-主仓,已审核,2027-01-28,B型,965,,LG202605160478,中通,SUP-000478,供应商物料-478
BS-00000479,2026-04-25,RK-00000479,02,2026-04-27,SKU-0005,物料-19,444,R20260425-0479,WH-002-次仓,已审核,2028-03-28,A型,624,破损,LG202604250479,申通,SUP-000479,供应商物料-479
BS-00000480,2026-05-02,RK-00000480,01,2026-05-02,SKU-0009,物料-25,846,R20260502-0480,WH-001-主仓,已审核,2027-02-16,C型,305,正常,LG202605020480,圆通,SUP-000480,供应商物料-480
BS-00000481,2026-03-12,RK-00000481,02,2026-03-13,SKU-0020,物料-20,705,R20260312-0481,WH-001-主仓,已审核,2027-12-03,C型,247,,LG202603120481,顺丰,SUP-000481,供应商物料-481
BS-00000482,2026-06-06,RK-00000482,02,2026-06-06,SKU-0006,物料-08,827,R20260606-0482,WH-002-次仓,已审核,2028-01-20,A型,629,,LG202606060482,申通,SUP-000482,供应商物料-482
BS-00000483,2026-06-01,RK-00000483,01,2026-06-02,SKU-0019,物料-13,390,R20260601-0483,WH-002-次仓,已审核,2027-08-14,D型,658,破损,LG202606010483,顺丰,SUP-000483,供应商物料-483
BS-00000484,2026-05-14,RK-00000484,02,2026-05-16,SKU-0009,物料-04,45,R20260514-0484,WH-001-主仓,已审核,2027-10-26,D型,947,,LG202605140484,圆通,SUP-000484,供应商物料-484
BS-00000485,2026-03-19,RK-00000485,02,2026-03-19,SKU-0018,物料-22,929,R20260319-0485,WH-002-次仓,已审核,2027-03-17,A型,819,正常,LG202603190485,圆通,SUP-000485,供应商物料-485
BS-00000486,2026-04-23,RK-00000486,01,2026-04-25,SKU-0024,物料-17,984,R20260423-0486,WH-001-主仓,已审核,2027-04-12,C型,298,正常,LG202604230486,圆通,SUP-000486,供应商物料-486
BS-00000487,2026-03-19,RK-00000487,02,2026-03-21,SKU-0015,物料-14,551,R20260319-0487,WH-003-电商仓,已审核,2027-10-05,B型,546,正常,LG202603190487,顺丰,SUP-000487,供应商物料-487
BS-00000488,2026-04-09,RK-00000488,03,2026-04-10,SKU-0015,物料-18,590,R20260409-0488,WH-003-电商仓,已审核,2027-07-04,D型,639,,LG202604090488,申通,SUP-000488,供应商物料-488
BS-00000489,2026-03-24,RK-00000489,01,2026-03-26,SKU-0027,物料-15,241,R20260324-0489,WH-003-电商仓,已审核,2027-03-24,B型,751,,LG202603240489,圆通,SUP-000489,供应商物料-489
BS-00000490,2026-03-12,RK-00000490,01,2026-03-12,SKU-0014,物料-22,697,R20260312-0490,WH-003-电商仓,未审核,2027-02-21,C型,855,正常,LG202603120490,中通,SUP-000490,供应商物料-490
BS-00000491,2026-04-09,RK-00000491,01,2026-04-10,SKU-0030,物料-19,799,R20260409-0491,WH-002-次仓,已审核,2027-02-25,D型,265,,LG202604090491,圆通,SUP-000491,供应商物料-491
BS-00000492,2026-04-30,RK-00000492,01,2026-05-01,SKU-0003,物料-11,42,R20260430-0492,WH-001-主仓,已审核,2028-03-02,A型,530,破损,LG202604300492,申通,SUP-000492,供应商物料-492
BS-00000493,2026-04-17,RK-00000493,01,2026-04-18,SKU-0008,物料-07,590,R20260417-0493,WH-002-次仓,未审核,2026-12-24,B型,128,正常,LG202604170493,申通,SUP-000493,供应商物料-493
BS-00000494,2026-03-12,RK-00000494,01,2026-03-14,SKU-0019,物料-01,361,R20260312-0494,WH-003-电商仓,未审核,2027-08-17,B型,128,破损,LG202603120494,中通,SUP-000494,供应商物料-494
BS-00000495,2026-05-19,RK-00000495,01,2026-05-19,SKU-0011,物料-30,264,R20260519-0495,WH-003-电商仓,已审核,2028-03-27,B型,100,破损,LG202605190495,圆通,SUP-000495,供应商物料-495
BS-00000496,2026-04-28,RK-00000496,03,2026-04-28,SKU-0028,物料-03,59,R20260428-0496,WH-001-主仓,未审核,2027-03-20,A型,181,,LG202604280496,申通,SUP-000496,供应商物料-496
BS-00000497,2026-05-05,RK-00000497,02,2026-05-05,SKU-0028,物料-19,32,R20260505-0497,WH-002-次仓,未审核,2028-03-15,A型,732,,LG202605050497,申通,SUP-000497,供应商物料-497
BS-00000498,2026-05-16,RK-00000498,03,2026-05-17,SKU-0004,物料-30,263,R20260516-0498,WH-003-电商仓,已审核,2027-10-15,B型,835,正常,LG202605160498,申通,SUP-000498,供应商物料-498
BS-00000499,2026-05-13,RK-00000499,02,2026-05-14,SKU-0015,物料-28,403,R20260513-0499,WH-002-次仓,已审核,2027-02-01,A型,930,,LG202605130499,顺丰,SUP-000499,供应商物料-499
BS-00000500,2026-04-02,RK-00000500,01,2026-04-02,SKU-0024,物料-01,685,R20260402-0500,WH-001-主仓,已审核,2027-02-18,D型,125,破损,LG202604020500,申通,SUP-000500,供应商物料-500
BS-00000501,2026-03-22,RK-00000501,03,2026-03-24,SKU-0010,物料-04,891,R20260322-0501,WH-001-主仓,未审核,2027-07-25,C型,809,,LG202603220501,申通,SUP-000501,供应商物料-501
BS-00000502,2026-04-09,RK-00000502,01,2026-04-10,SKU-0020,物料-24,282,R20260409-0502,WH-002-次仓,已审核,2027-10-09,D型,543,正常,LG202604090502,顺丰,SUP-000502,供应商物料-502
BS-00000503,2026-03-14,RK-00000503,02,2026-03-14,SKU-0011,物料-11,702,R20260314-0503,WH-001-主仓,已审核,2027-11-24,A型,358,,LG202603140503,圆通,SUP-000503,供应商物料-503
BS-00000504,2026-04-25,RK-00000504,03,2026-04-27,SKU-0025,物料-07,868,R20260425-0504,WH-002-次仓,未审核,2026-12-27,C型,576,破损,LG202604250504,中通,SUP-000504,供应商物料-504
BS-00000505,2026-05-27,RK-00000505,03,2026-05-28,SKU-0009,物料-07,259,R20260527-0505,WH-002-次仓,未审核,2028-05-09,B型,485,破损,LG202605270505,顺丰,SUP-000505,供应商物料-505
BS-00000506,2026-03-14,RK-00000506,02,2026-03-15,SKU-0022,物料-14,246,R20260314-0506,WH-002-次仓,已审核,2027-08-16,B型,454,正常,LG202603140506,顺丰,SUP-000506,供应商物料-506
BS-00000507,2026-05-24,RK-00000507,02,2026-05-25,SKU-0017,物料-15,913,R20260524-0507,WH-003-电商仓,已审核,2027-03-01,C型,117,正常,LG202605240507,顺丰,SUP-000507,供应商物料-507
BS-00000508,2026-05-18,RK-00000508,03,2026-05-18,SKU-0009,物料-05,241,R20260518-0508,WH-003-电商仓,已审核,2027-09-23,D型,962,,LG202605180508,申通,SUP-000508,供应商物料-508
BS-00000509,2026-03-25,RK-00000509,03,2026-03-26,SKU-0025,物料-14,437,R20260325-0509,WH-002-次仓,未审核,2027-01-08,B型,598,,LG202603250509,圆通,SUP-000509,供应商物料-509
BS-00000510,2026-06-06,RK-00000510,03,2026-06-07,SKU-0030,物料-13,966,R20260606-0510,WH-001-主仓,未审核,2028-02-07,B型,582,正常,LG202606060510,圆通,SUP-000510,供应商物料-510
BS-00000511,2026-05-31,RK-00000511,02,2026-06-02,SKU-0029,物料-20,643,R20260531-0511,WH-001-主仓,已审核,2027-11-03,B型,131,破损,LG202605310511,圆通,SUP-000511,供应商物料-511
BS-00000512,2026-05-15,RK-00000512,01,2026-05-15,SKU-0023,物料-26,251,R20260515-0512,WH-003-电商仓,未审核,2027-05-08,A型,613,,LG202605150512,中通,SUP-000512,供应商物料-512
BS-00000513,2026-05-07,RK-00000513,03,2026-05-09,SKU-0009,物料-22,143,R20260507-0513,WH-002-次仓,已审核,2027-03-16,D型,844,正常,LG202605070513,圆通,SUP-000513,供应商物料-513
BS-00000514,2026-03-26,RK-00000514,02,2026-03-27,SKU-0024,物料-18,80,R20260326-0514,WH-003-电商仓,已审核,2026-10-21,A型,231,正常,LG202603260514,中通,SUP-000514,供应商物料-514
BS-00000515,2026-05-10,RK-00000515,03,2026-05-10,SKU-0025,物料-01,867,R20260510-0515,WH-002-次仓,已审核,2028-02-21,C型,468,破损,LG202605100515,申通,SUP-000515,供应商物料-515
BS-00000516,2026-05-04,RK-00000516,02,2026-05-04,SKU-0009,物料-13,474,R20260504-0516,WH-001-主仓,已审核,2027-11-19,C型,651,正常,LG202605040516,圆通,SUP-000516,供应商物料-516
BS-00000517,2026-03-13,RK-00000517,03,2026-03-14,SKU-0023,物料-23,430,R20260313-0517,WH-001-主仓,已审核,2026-09-17,A型,507,,LG202603130517,中通,SUP-000517,供应商物料-517
BS-00000518,2026-06-01,RK-00000518,02,2026-06-01,SKU-0022,物料-29,319,R20260601-0518,WH-003-电商仓,已审核,2027-04-12,B型,379,,LG202606010518,申通,SUP-000518,供应商物料-518
BS-00000519,2026-05-14,RK-00000519,02,2026-05-14,SKU-0002,物料-20,288,R20260514-0519,WH-001-主仓,未审核,2027-08-26,A型,962,正常,LG202605140519,申通,SUP-000519,供应商物料-519
BS-00000520,2026-06-05,RK-00000520,03,2026-06-07,SKU-0013,物料-07,228,R20260605-0520,WH-002-次仓,已审核,2027-01-13,D型,769,正常,LG202606050520,中通,SUP-000520,供应商物料-520
BS-00000521,2026-04-08,RK-00000521,02,2026-04-08,SKU-0023,物料-06,706,R20260408-0521,WH-001-主仓,未审核,2027-01-17,B型,130,破损,LG202604080521,申通,SUP-000521,供应商物料-521
BS-00000522,2026-05-27,RK-00000522,02,2026-05-27,SKU-0001,物料-27,316,R20260527-0522,WH-001-主仓,已审核,2026-12-23,C型,210,破损,LG202605270522,申通,SUP-000522,供应商物料-522
BS-00000523,2026-05-17,RK-00000523,02,2026-05-19,SKU-0006,物料-09,323,R20260517-0523,WH-003-电商仓,已审核,2027-06-19,D型,170,正常,LG202605170523,圆通,SUP-000523,供应商物料-523
